user_id,event_timestamp
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-04 01:19:07
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-09 12:22:03
b2576d80-1a80-4c14-b2f4-e62ada1a2db5,2022-01-12 01:29:13
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-13 01:19:10
08b5ea5c-12a7-49fa-ae98-09d6d4516ee0,2022-01-13 08:57:16
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-14 02:24:55
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-14 04:29:44
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-15 05:03:01
b2576d80-1a80-4c14-b2f4-e62ada1a2db5,2022-01-15 05:16:11
08b5ea5c-12a7-49fa-ae98-09d6d4516ee0,2022-01-15 08:59:59
c40b3ce2-ac0e-4800-ab6f-61cb50921b38,2022-01-15 13:53:22
0df9b681-1849-49e5-8402-6e89c4daf60e,2022-01-16 00:19:54
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-16 04:21:31
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-16 18:26:04
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-17 20:08:09
08b5ea5c-12a7-49fa-ae98-09d6d4516ee0,2022-01-18 05:38:51
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-18 09:48:21
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-18 21:13:54
b2576d80-1a80-4c14-b2f4-e62ada1a2db5,2022-01-19 08:15:15
70ceac1f-d977-4195-90b5-727ac716904c,2022-01-19 11:42:17
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-19 20:29:37
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-20 01:39:18
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-20 07:54:12
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-20 09:41:02
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-20 11:39:44
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-20 13:27:24
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-20 16:46:27
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-21 03:49:31
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-21 09:15:53
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-21 11:41:36
d4b57b2a-9369-4d5e-8309-8720eb0cc06a,2022-01-22 08:27:43
0df9b681-1849-49e5-8402-6e89c4daf60e,2022-01-22 11:07:12
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-22 14:44:17
a86008c3-459f-491d-bada-b507059e184b,2022-01-23 01:00:46
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-23 08:57:15
cedeca81-1553-42df-bb51-816d6df52e9a,2022-01-23 09:16:59
c40b3ce2-ac0e-4800-ab6f-61cb50921b38,2022-01-23 23:02:28
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-24 06:53:54
a86008c3-459f-491d-bada-b507059e184b,2022-01-24 13:39:44
d4b57b2a-9369-4d5e-8309-8720eb0cc06a,2022-01-24 16:46:46
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-24 18:18:20
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-25 01:54:09
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-25 05:04:18
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-25 09:11:26
0df9b681-1849-49e5-8402-6e89c4daf60e,2022-01-25 19:31:53
d4b57b2a-9369-4d5e-8309-8720eb0cc06a,2022-01-25 19:41:26
d466d3ce-5d82-4650-97b9-e3eeac0eb60b,2022-01-26 01:54:22
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-26 12:19:34
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-26 13:31:48
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-26 13:43:16
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-26 17:26:59
a86008c3-459f-491d-bada-b507059e184b,2022-01-26 19:14:19
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-26 20:33:05
c40b3ce2-ac0e-4800-ab6f-61cb50921b38,2022-01-26 21:32:16
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-26 23:00:53
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-26 23:59:31
b2576d80-1a80-4c14-b2f4-e62ada1a2db5,2022-01-27 03:40:48
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-27 04:35:24
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-27 10:11:18
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-27 15:22:44
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-27 20:44:02
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-27 22:41:40
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-28 08:51:07
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-28 09:29:59
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-28 12:12:46
08b5ea5c-12a7-49fa-ae98-09d6d4516ee0,2022-01-28 12:24:59
08b5ea5c-12a7-49fa-ae98-09d6d4516ee0,2022-01-28 12:48:06
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-28 13:51:38
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-28 14:13:52
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-28 15:40:30
af09482c-8d76-4064-88f0-899aca42ee65,2022-01-28 16:24:42
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-28 17:06:23
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-28 19:00:33
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-28 21:54:55
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-28 22:24:22
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 04:46:02
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-29 06:31:15
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 06:34:09
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-29 06:37:12
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-29 07:31:08
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-29 07:33:53
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 10:26:54
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 13:04:34
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 13:05:34
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-29 14:20:42
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 15:12:31
756cfbce-f961-40e6-b762-993a11ac786f,2022-01-29 15:21:26
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-29 17:02:28
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-29 19:57:58
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-29 20:45:52
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-30 01:20:59
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-30 03:04:31
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-30 03:43:20
d466d3ce-5d82-4650-97b9-e3eeac0eb60b,2022-01-30 04:06:07
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-30 06:53:55
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-30 06:54:54
0df9b681-1849-49e5-8402-6e89c4daf60e,2022-01-30 08:28:43
a86008c3-459f-491d-bada-b507059e184b,2022-01-30 08:50:26
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-30 10:44:06
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-30 14:27:58
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-30 16:50:00
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-30 17:43:38
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-30 18:04:00
ebeebd84-afcf-4ff7-8a0a-2a4cdf7cfcd6,2022-01-30 18:35:46
8bfa1256-ac64-430a-97e5-42084de8c129,2022-01-30 21:47:05
756cfbce-f961-40e6-b762-993a11ac786f,2022-01-31 00:12:12
d4b57b2a-9369-4d5e-8309-8720eb0cc06a,2022-01-31 02:26:20
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-01-31 03:07:31
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-01-31 04:31:29
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-31 12:20:15
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-01-31 12:41:59
c40b3ce2-ac0e-4800-ab6f-61cb50921b38,2022-01-31 12:56:26
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-31 13:20:54
d466d3ce-5d82-4650-97b9-e3eeac0eb60b,2022-01-31 13:48:01
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-01-31 16:14:59
08b5ea5c-12a7-49fa-ae98-09d6d4516ee0,2022-01-31 18:21:32
6116098d-0b0a-4a13-898e-f671b9304188,2022-01-31 19:30:26
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-31 20:44:06
0df9b681-1849-49e5-8402-6e89c4daf60e,2022-01-31 20:44:57
48663df1-9e02-4564-9ecf-36a0be688b66,2022-01-31 22:43:47
a95b0703-5753-480c-8021-1a9dcb16bcdf,2022-01-31 23:26:07
48663df1-9e02-4564-9ecf-36a0be688b66,2022-02-01 01:46:04
8bfa1256-ac64-430a-97e5-42084de8c129,2022-02-01 02:08:28
db2b017d-a38e-4db2-aafa-858ad1cc22d4,2022-02-01 13:37:31
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-02-02 05:42:53
cedeca81-1553-42df-bb51-816d6df52e9a,2022-02-02 12:23:29
a4da1a77-533b-497f-8091-673794ffc566,2022-02-02 15:46:12
a4da1a77-533b-497f-8091-673794ffc566,2022-02-02 23:20:14
a4da1a77-533b-497f-8091-673794ffc566,2022-02-03 06:02:49
2a89086b-dc4d-42a1-9af8-4f5a1c552b5b,2022-02-04 08:27:13
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-02-04 14:48:31
cedeca81-1553-42df-bb51-816d6df52e9a,2022-02-04 19:32:07
f5f7ceea-98a0-47f7-925f-a1159506802f,2022-02-06 06:19:12
31411b66-4697-4807-b5fe-6c197a797b7b,2022-02-06 08:32:10
8f9d7d6e-685f-4460-be85-ae6c72d266f9,2022-02-06 12:15:52
2a89086b-dc4d-42a1-9af8-4f5a1c552b5b,2022-02-06 23:12:03
b2576d80-1a80-4c14-b2f4-e62ada1a2db5,2022-02-07 01:00:07
a4da1a77-533b-497f-8091-673794ffc566,2022-02-07 07:07:38
9c9ffb98-31ad-40b4-8bb0-1c92181b5990,2022-02-07 08:40:42
0884dfde-ac14-4f72-b760-0a64d21a601d,2022-02-07 11:07:37
57ea22e5-43b1-4f4e-9a80-7c5f844c40ed,2022-02-07 17:04:12
